record_id,Date,Sales_Rep,Customer,Product,COGS,Sales,Country,State
S00337,4/3/18,Analyssa C,Costco,WJT Item,732.1893,1978.89,United States,NorthDakota
S00338,6/24/17,Analyssa C,Home Depot,ZTU Item,1712.0752,1945.54,United States,SouthDakota
S00339,3/15/18,Analyssa C,Sherman Williams,QDF Item,1115.884,1268.05,United States,Kansas
S00340,12/11/17,Anastasiya A,Home Depot,LFD Item,3413.6274,9226.02,United States,Nebraska
S00341,2/6/18,Anastasiya A,McLendon's Hardware,HJZ Item,5322.3736,7827.02,United States,NorthDakota
S00342,8/23/17,Anastasiya A,Yahoo,IQK Item,3304.6065,7343.57,United States,SouthDakota
S00343,11/5/18,Anastasiya A,The Economist,XIM Item,2510.1938,5837.66,United States,Kansas
S00344,11/23/17,Anastasiya A,Sherman Williams,KGM Item,4699.112,5339.9,United States,Nebraska
S00345,12/31/18,Anastasiya A,Costco,TTK Item,2963.6762,5023.18,United States,NorthDakota
S00346,9/30/17,Anastasiya A,Google,RIX Item,2896.0212,4993.14,United States,SouthDakota
S00347,2/8/18,Anastasiya A,Amazon.com,QDO Item,3726.3072,4234.44,United States,Kansas
S00348,11/26/17,Anastasiya A,ExcelIsVeryFun.com,MFB Item,3238.56885,3463.71,United States,Nebraska
S00349,8/23/17,Anastasiya A,Yahoo,VNQ Item,969.232,1762.24,United States,NorthDakota
S00350,6/23/17,Anastasiya A,Solar and Wind Inc.,ZBQ Item,1197.63215,1280.89,United States,SouthDakota
S00351,12/20/18,Anastasiya A,Sherman Williams,WGF Item,608.6636,1049.42,United States,Kansas
S00352,8/24/18,Anastasiya A,Whole Foods,KVV Item,531.6512,916.64,United States,Nebraska
S00353,3/8/18,Anastasiya A,Home Depot,BHM Item,62.325,83.1,United States,NorthDakota
S00354,4/10/19,Barbara C,ExcelIsVeryFun.com,ZXT Item,8220.2648,9341.21,United States,SouthDakota
S00355,10/30/17,Barbara C,Whole Foods,UFK Item,4304.003,7825.46,United States,Kansas
S00356,6/11/18,Barbara C,Nature Company,UHK Item,3079.0035,6842.23,United States,Nebraska
S00357,4/5/18,Barbara C,Amazon.com,VCV Item,4593.6924,6755.43,United States,NorthDakota
S00358,11/20/18,Barbara C,Amazon.com,EUZ Item,6202.6778,6633.88,United States,SouthDakota
S00359,1/7/18,Barbara C,Solar and Wind Inc.,JEC Item,3894.4307,6600.73,United States,Kansas
S00360,10/4/17,Barbara C,Office Depot,VLI Item,4398.0632,6467.74,United States,Nebraska
S00361,2/25/18,Barbara C,Home Depot,SXM Item,3112.8675,4150.49,United States,NorthDakota
S00362,4/28/19,Barbara C,Home Depot,ZWZ Item,3290.584,3739.3,United States,SouthDakota
S00363,7/10/17,Barbara C,Yahoo,RCA Item,1904.6734,3228.26,United States,Kansas
S00364,1/26/19,Barbara C,Whole Foods,MFN Item,1404.801,3121.78,United States,Nebraska
S00365,10/15/18,Barbara C,Amazon.com,UON Item,926.091,2057.98,United States,NorthDakota
S00366,9/20/18,Barbara C,Peet's Coffee,FBX Item,1458.1886,1559.56,United States,SouthDakota
S00367,1/26/18,Barbara C,Nature Company,YIV Item,916.59,1222.12,United States,Kansas
S00368,5/29/19,Barbara C,McLendon's Hardware,YPW Item,295.7856,336.12,United States,Nebraska
S00369,12/27/18,Catherine W,Costco,KCF Item,6101.096,8972.2,United States,NorthDakota
S00370,1/26/19,Catherine W,McLendon's Hardware,DNN Item,6053.595,8071.46,United States,SouthDakota
S00371,5/25/19,Catherine W,McLendon's Hardware,IVZ Item,2580.639,6974.7,United States,Kansas
S00372,1/16/18,Catherine W,Office Depot,NLD Item,3468.344,6306.08,United States,Nebraska
S00373,7/28/18,Catherine W,Whole Foods,YCO Item,2875.125,5227.5,United States,NorthDakota
S00374,3/7/19,Catherine W,ExcelIsVeryFun.com,FMP Item,2672.1805,4858.51,United States,SouthDakota
S00375,9/21/17,Catherine W,ExcelIsVeryFun.com,ECP Item,2008.801,3463.45,United States,Kansas
S00376,12/21/17,Catherine W,The Economist,WSA Item,1749.0671,1870.66,United States,Nebraska
S00377,1/22/18,Catherine W,Amazon.com,BKQ Item,521.2486,1408.78,United States,NorthDakota
S00378,7/25/17,Catherine W,Amazon.com,XZQ Item,307.4475,409.93,United States,SouthDakota
S00379,12/7/18,Cherry M,Yahoo,UAL Item,5858.1041,9928.99,United States,Kansas
S00380,11/4/17,Cherry M,Whole Foods,VBF Item,5753.4898,9919.81,United States,Nebraska
S00381,7/10/17,Cherry M,Home Depot,EUL Item,4456.278,9902.84,United States,NorthDakota
S00382,9/6/18,Cherry M,Office Depot,LXP Item,3619.6656,9782.88,United States,SouthDakota
S00383,12/17/18,Cherry M,Whole Foods,UOA Item,8077.53045,8639.07,United States,Kansas
S00384,9/7/17,Cherry M,Yahoo,YLH Item,3498.1876,8135.32,United States,Nebraska
S00385,7/2/17,Cherry M,Home Depot,KIC Item,4467.4575,8122.65,United States,NorthDakota
S00386,11/24/18,Cherry M,Yahoo,HKX Item,3269.8447,7604.29,United States,SouthDakota
S00387,10/9/17,Cherry M,Sherman Williams,BVR Item,3347.667,7439.26,United States,Kansas
S00388,10/20/17,Cherry M,Costco,AUC Item,6214.076,7061.45,United States,Nebraska
S00389,5/15/19,Cherry M,Office Depot,YUT Item,3605.041,6554.62,United States,NorthDakota
S00390,3/12/19,Cherry M,Nature Company,SNA Item,4265.7032,4847.39,United States,SouthDakota
S00391,9/6/17,Cherry M,McLendon's Hardware,NXM Item,2808.3587,4759.93,United States,Kansas
S00392,9/25/18,Cherry M,Sherman Williams,TAC Item,3753.7632,4265.64,United States,Nebraska
S00393,10/12/17,Cherry M,Costco,GOC Item,2274.3018,3921.21,United States,NorthDakota
S00394,11/23/18,Cherry M,ExcelIsVeryFun.com,KNN Item,1103.6693,2982.89,United States,SouthDakota
S00395,1/8/19,Cherry M,Home Depot,XSR Item,1194.3855,2654.19,United States,Kansas
S00396,12/26/18,Cherry M,Costco,XZK Item,1063.7899,2473.93,United States,Nebraska
S00397,8/9/17,Cherry M,Office Depot,ZEB Item,1950.7224,2216.73,United States,NorthDakota
S00398,6/23/17,Cherry M,Costco,TBS Item,776.831,1412.42,United States,SouthDakota
S00399,9/20/17,Cherry M,Peet's Coffee,AHW Item,939.3316,1381.37,United States,Kansas
S00400,3/5/19,Cherry M,Amazon.com,TKB Item,755.2985,1373.27,United States,Nebraska
S00401,8/24/18,Cherry M,Costco,LMK Item,923.912,1049.9,United States,NorthDakota
S00402,2/28/19,Cherry M,Google,TVY Item,213.4219,496.33,United States,SouthDakota
S00403,7/23/17,Dan,The Economist,ANU Item,4591.3902,7916.19,United States,Kansas
S00404,10/17/18,Dan,Whole Foods,GRM Item,5729.6325,7639.51,United States,Nebraska
S00405,4/25/18,Dan,Whole Foods,SRN Item,4662.3044,6856.33,United States,NorthDakota
S00406,9/14/18,Dan,Nature Company,YCJ Item,4949.8725,6599.83,United States,SouthDakota
S00407,7/20/18,Dan,Solar and Wind Inc.,ELV Item,2051.0527,4769.89,United States,Kansas
S00408,10/12/17,Dan,ExcelIsVeryFun.com,CHE Item,3837.6514,4104.44,United States,Nebraska
S00409,4/18/19,Dan,McLendon's Hardware,ASO Item,3239.99005,3465.23,United States,NorthDakota
S00410,6/4/18,Dan,Home Depot,KYJ Item,1895.993,3447.26,United States,SouthDakota
S00411,12/27/17,Dan,Peet's Coffee,JLP Item,1918.9986,3252.54,United States,Kansas
S00412,1/15/18,Dan,Whole Foods,SXF Item,2303.82,3071.76,United States,Nebraska
S00413,4/9/19,Dan,The Economist,QAG Item,1126.708,2048.56,United States,NorthDakota
S00414,5/8/18,Dan,Office Depot,STV Item,814.518,1810.04,United States,SouthDakota
S00415,11/3/18,Dan,Sherman Williams,RZX Item,785.95,1429,United States,Kansas
S00416,8/10/17,Dan,Costco,NFU Item,234.0888,266.01,United States,Nebraska
S00417,1/23/19,Dana L,Office Depot,IZG Item,6394.5092,9403.69,United States,NorthDakota
S00418,8/28/17,Dana L,Home Depot,EHE Item,5363.1532,7886.99,United States,SouthDakota
S00419,9/10/17,Dana L,Sherman Williams,RUN Item,2852.3448,7709.04,United States,Kansas
S00420,7/9/17,Dana L,Whole Foods,JUX Item,5626.65,7502.2,United States,Nebraska
S00421,9/26/18,Dana L,Solar and Wind Inc.,GMO Item,5590.275,7453.7,United States,NorthDakota
S00422,1/9/18,Dana L,Costco,MYE Item,3330.0135,7400.03,United States,SouthDakota
S00423,11/19/17,Dana L,Home Depot,ZZU Item,4198.0211,7115.29,United States,Kansas
S00424,1/25/18,Dana L,The Economist,ZJS Item,5002.53,6670.04,United States,Nebraska
S00425,3/31/19,Dana L,Google,XSM Item,4453.995,5938.66,United States,NorthDakota
S00426,2/7/18,Dana L,The Economist,BSR Item,2178.4635,4841.03,United States,SouthDakota
S00427,3/22/19,Dana L,Whole Foods,BMX Item,4458.36985,4768.31,United States,Kansas
S00428,3/11/18,Dana L,Solar and Wind Inc.,ATJ Item,2597.269,4478.05,United States,Nebraska
S00429,2/7/18,Dana L,McLendon's Hardware,MUF Item,3726.0311,3985.06,United States,NorthDakota
S00430,8/30/18,Dana L,Yahoo,OIW Item,1506.7028,3503.96,United States,SouthDakota
S00431,6/14/18,Dana L,Whole Foods,JFV Item,1378.2446,3205.22,United States,Kansas
S00432,5/10/19,Dana L,Amazon.com,EKN Item,2127.2576,3128.32,United States,Nebraska
S00433,3/2/19,Dana L,Home Depot,WTJ Item,2916.7138,3119.48,United States,NorthDakota
S00434,7/19/17,Dana L,Peet's Coffee,JUQ Item,826.727,1503.14,United States,SouthDakota
S00435,9/26/17,Daniil N,Solar and Wind Inc.,NRS Item,3621.1504,8421.28,United States,Kansas
S00436,4/21/19,Daniil N,Office Depot,UGS Item,3303.1998,7681.86,United States,Nebraska
S00437,1/4/19,Daniil N,Sherman Williams,CCA Item,3082.1712,7167.84,United States,NorthDakota
S00438,9/17/18,Daniil N,The Economist,QOJ Item,4906.845,6542.46,United States,SouthDakota
S00439,8/4/18,Daniil N,Office Depot,HKD Item,4911.24645,5252.67,United States,Kansas
S00440,1/11/19,Daniil N,Costco,GIV Item,3163.7775,4218.37,United States,Nebraska
S00441,1/11/19,Daniil N,Amazon.com,BZE Item,3249.56445,3475.47,United States,NorthDakota
S00442,5/6/19,Daniil N,Home Depot,RJA Item,1558.413,3463.14,United States,SouthDakota
S00443,8/3/17,Daniil N,ExcelIsVeryFun.com,MME Item,1281.1805,3462.65,United States,Kansas
S00444,3/5/19,Daniil N,Whole Foods,QXM Item,1032.2926,2789.98,United States,Nebraska
S00445,9/17/17,Daniil N,The Economist,XBK Item,913.6077,2469.21,United States,NorthDakota
S00446,11/23/17,Daniil N,Amazon.com,PJA Item,682.209,1240.38,United States,SouthDakota
S00447,5/19/18,Daniil N,Peet's Coffee,IKM Item,348.732,774.96,United States,Kansas
S00448,2/28/19,Daniil N,Office Depot,MDM Item,125.8999,340.27,United States,Nebraska
S00449,8/13/17,Desiree A,ExcelIsVeryFun.com,KPY Item,8446.46,9598.25,United States,NorthDakota
S00450,5/28/18,Desiree A,Costco,EHF Item,4924.26,8953.2,United States,SouthDakota
S00451,2/19/19,Desiree A,ExcelIsVeryFun.com,GHH Item,7657.5664,8701.78,United States,Kansas
S00452,10/7/17,Desiree A,Yahoo,HVG Item,4572.0066,7882.77,United States,Nebraska
S00453,1/10/18,Desiree A,Amazon.com,NBH Item,5815.1016,6608.07,United States,NorthDakota
S00454,11/19/18,Desiree A,Home Depot,ZIT Item,5560.97795,5947.57,United States,SouthDakota
S00455,2/18/19,Desiree A,Amazon.com,GCY Item,3718.965,4958.62,United States,Kansas
S00456,1/8/19,Desiree A,Solar and Wind Inc.,SNK Item,2173.2178,3683.42,United States,Nebraska
S00457,1/3/18,Desiree A,Google,DVU Item,1690.7605,3074.11,United States,NorthDakota
S00458,10/3/17,Desiree A,Home Depot,KXK Item,975.0336,2267.52,United States,SouthDakota
S00459,9/30/18,Desiree A,Google,XXH Item,610.8984,898.38,United States,Kansas
S00460,1/21/19,Desiree A,Amazon.com,ZWS Item,600.0184,882.38,United States,Nebraska
S00461,12/6/17,Desiree A,Home Depot,NJY Item,54.2875,126.25,United States,NorthDakota
S00462,8/3/17,Dina,Whole Foods,VKR Item,3758.9611,8741.77,United States,SouthDakota
S00463,4/6/19,Dina,McLendon's Hardware,AYM Item,4686.957,8521.74,United States,Kansas
S00464,9/6/17,Dina,Whole Foods,EGR Item,3595.4837,8361.59,United States,Nebraska
S00465,3/28/19,Dina,Yahoo,MYJ Item,6103.3632,6935.64,United States,NorthDakota
S00466,5/20/18,Dina,Home Depot,XOU Item,3636.0838,6269.11,United States,SouthDakota
S00467,6/10/19,Dina,Google,TEK Item,2681.739,5959.42,United States,Kansas
S00468,1/2/18,Dina,Sherman Williams,XSP Item,4158.195,5544.26,United States,Nebraska
S00469,9/4/18,Dina,Home Depot,AEB Item,2886.3236,4976.42,United States,NorthDakota
S00470,4/21/18,Dina,Yahoo,PLO Item,2494.6264,4301.08,United States,SouthDakota
S00471,2/4/19,Dina,Yahoo,AIL Item,1142.983,2658.1,United States,Kansas
S00472,11/15/18,Dina,McLendon's Hardware,GGY Item,2345.6158,2508.68,United States,Nebraska
S00473,5/12/19,Dina,Home Depot,MJU Item,1122.2567,1902.13,United States,NorthDakota
S00474,3/20/19,Dina,Google,MNF Item,699.2445,1889.85,United States,SouthDakota
S00475,12/14/17,Dina,Nature Company,JSK Item,699.7004,1206.38,United States,Kansas
S00476,1/17/19,Dina,Office Depot,ZQG Item,259.2975,471.45,United States,Nebraska
S00477,9/19/17,Dina,Office Depot,SSJ Item,115.3515,209.73,United States,NorthDakota
S00478,5/27/19,Dina,Yahoo,HPF Item,87.246,193.88,United States,SouthDakota
S00479,7/14/17,Donald Wayne,Office Depot,QYZ Item,4413.681,9808.18,United States,Kansas
S00480,8/22/17,Donald Wayne,Home Depot,QFG Item,3448.9587,9321.51,United States,Nebraska
S00481,8/23/18,Donald Wayne,The Economist,MRD Item,5301.917,8986.3,United States,NorthDakota
S00482,9/21/18,Donald Wayne,McLendon's Hardware,WMB Item,4252.094,7731.08,United States,SouthDakota
S00483,7/9/18,Donald Wayne,Peet's Coffee,SKY Item,2437.0161,6586.53,United States,Kansas
S00484,9/10/18,Donald Wayne,Costco,XTI Item,3060.2715,5564.13,United States,Nebraska
S00485,2/17/18,Donald Wayne,Whole Foods,QHL Item,2036.936,3703.52,United States,NorthDakota
S00486,10/9/18,Donald Wayne,Costco,XAS Item,2970.6633,3177.18,United States,SouthDakota
S00487,9/17/18,Donald Wayne,Peet's Coffee,GHF Item,1575.673,2864.86,United States,Kansas
S00488,8/16/17,Donald Wayne,Amazon.com,CUN Item,2645.0589,2828.94,United States,Nebraska
S00489,3/22/19,Donald Wayne,Nature Company,MNS Item,899.5376,1524.64,United States,NorthDakota
S00490,11/19/18,Donald Wayne,Office Depot,IWZ Item,399.9525,533.27,United States,SouthDakota
S00491,5/30/18,Donald Wayne,Costco,HPU Item,222.678,494.84,United States,Kansas
S00492,3/26/18,Hassan M,Yahoo,ECG Item,4993.1915,9078.53,United States,Nebraska
S00493,6/1/18,Hassan M,Yahoo,HAK Item,8346.0905,8926.3,United States,NorthDakota
S00494,9/9/18,Hassan M,Solar and Wind Inc.,JCS Item,6992.6384,7946.18,United States,SouthDakota
S00495,11/6/18,Hassan M,Nature Company,HWP Item,2922.2859,7898.07,United States,Kansas
S00496,12/27/17,Hassan M,The Economist,KWJ Item,5832.4125,7776.55,United States,Nebraska
S00497,11/26/18,Hassan M,McLendon's Hardware,KCB Item,3184.4639,7405.73,United States,NorthDakota
S00498,1/12/18,Hassan M,Amazon.com,YHR Item,3305.9025,7346.45,United States,SouthDakota
S00499,10/7/18,Hassan M,Sherman Williams,XNB Item,3464.637,6299.34,United States,Kansas
S00500,9/7/17,Hassan M,Nature Company,NCH Item,5047.34505,5398.23,United States,Nebraska
S00501,5/3/19,Hassan M,Whole Foods,YHW Item,3904.155,5205.54,United States,NorthDakota
S00502,12/22/18,Hassan M,Costco,SRQ Item,4382.9456,4980.62,United States,SouthDakota
S00503,1/8/19,Hassan M,Whole Foods,CXC Item,4349.1008,4942.16,United States,Kansas
S00504,1/1/19,Hassan M,Amazon.com,RSL Item,2791.4493,4731.27,United States,Nebraska
S00505,2/26/19,Hassan M,ExcelIsVeryFun.com,AOV Item,2746.3432,4038.74,United States,NorthDakota
S00506,3/2/19,Hassan M,The Economist,FOB Item,2450.7608,3604.06,United States,SouthDakota
S00507,5/11/19,Hassan M,McLendon's Hardware,FZS Item,2293.845,3058.46,United States,Kansas
S00508,7/15/17,Hassan M,Google,WGY Item,1049.9699,1779.61,United States,Nebraska
S00509,6/3/19,Hassan M,Peet's Coffee,ZLR Item,1291.4625,1721.95,United States,NorthDakota
S00510,3/31/19,Hassan M,McLendon's Hardware,WBN Item,892.6496,1312.72,United States,SouthDakota
S00511,10/2/18,Hassan M,Yahoo,YUZ Item,96.9884,142.63,United States,Kansas
S00512,11/1/18,Hassan M,McLendon's Hardware,ULX Item,42.4796,62.47,United States,Nebraska
S00513,6/7/19,Michael G,Whole Foods,MDI Item,3401.7208,9193.84,United States,NorthDakota
S00514,2/18/18,Michael G,The Economist,VRS Item,3065.0763,8283.99,United States,SouthDakota
S00515,9/11/18,Michael G,Google,XUE Item,2990.2623,8081.79,United States,Kansas
S00516,5/27/19,Michael G,Sherman Williams,QAG Item,5422.665,7230.22,United States,Nebraska
S00517,5/13/19,Michael G,Nature Company,OAP Item,2666.1386,7205.78,United States,NorthDakota
S00518,2/27/18,Michael G,Google,NFX Item,5707.8208,6486.16,United States,SouthDakota
S00519,1/27/18,Michael G,Google,MUA Item,2050.246,3727.72,United States,Kansas
S00520,7/17/18,Michael G,Amazon.com,RWD Item,2341.155,3121.54,United States,Nebraska
S00521,12/4/17,Michael G,The Economist,RDD Item,1980.135,2640.18,United States,NorthDakota
S00522,1/29/19,Michael G,Yahoo,ZCN Item,429.60445,459.47,United States,SouthDakota
S00523,9/1/18,Nikol M,Google,PXE Item,7327.08,9769.44,United States,Kansas
S00524,11/16/18,Nikol M,Office Depot,ULZ Item,4919.222,8944.04,United States,Nebraska
S00525,3/2/19,Nikol M,Solar and Wind Inc.,PUD Item,3827.0385,8504.53,United States,NorthDakota
S00526,9/11/18,Nikol M,Sherman Williams,RKL Item,5649.9024,8308.68,United States,SouthDakota
S00527,12/1/17,Nikol M,Costco,CJK Item,7115.328,8085.6,United States,Kansas
S00528,4/15/18,Nikol M,Costco,STS Item,4387.3698,7436.22,United States,Nebraska
S00529,3/17/19,Nikol M,Sherman Williams,TAA Item,6362.74045,6805.07,United States,NorthDakota
S00530,3/24/18,Nikol M,Costco,ZCV Item,3540.5865,6437.43,United States,SouthDakota
S00531,12/3/18,Nikol M,Nature Company,ICM Item,2650.3394,6163.58,United States,Kansas
S00532,2/6/18,Nikol M,The Economist,TLQ Item,2084.6947,5634.31,United States,Nebraska
S00533,4/30/18,Nikol M,Sherman Williams,BVD Item,2624.6504,4448.56,United States,NorthDakota
S00534,2/26/18,Nikol M,The Economist,HTD Item,3176.73,4235.64,United States,SouthDakota
S00535,4/27/18,Nikol M,Nature Company,IBH Item,2387.4477,2553.42,United States,Kansas
S00536,2/6/19,Nikol M,Home Depot,KFE Item,1297.0134,2236.23,United States,Nebraska
S00537,4/7/18,Nikol M,Solar and Wind Inc.,SAK Item,865.9935,1924.43,United States,NorthDakota
S00538,7/29/18,Nikol M,Solar and Wind Inc.,BDC Item,966.493,1757.26,United States,SouthDakota
S00539,11/29/18,Nikol M,Whole Foods,UJD Item,840.7795,1528.69,United States,Kansas
S00540,2/26/18,Nikol M,Peet's Coffee,TMU Item,1410.75605,1508.83,United States,Nebraska
S00541,1/28/18,Nikol M,Sherman Williams,RVI Item,510.9525,681.27,United States,NorthDakota
S00542,7/4/18,Nikol M,McLendon's Hardware,OVE Item,344.9402,368.92,United States,SouthDakota
S00543,4/23/18,Nikol M,Home Depot,TOD Item,207.468,305.1,United States,Kansas
S00544,9/24/17,Nikol M,Office Depot,IDK Item,112.7984,128.18,United States,Nebraska
S00545,11/13/18,Sarabeth L,Nature Company,OUO Item,3653.6353,9874.69,United States,NorthDakota
S00546,5/28/19,Sarabeth L,Nature Company,TYA Item,5262.2075,9567.65,United States,SouthDakota
S00547,9/30/17,Sarabeth L,Office Depot,GFQ Item,3523.6395,9523.35,United States,Kansas
S00548,6/17/17,Sarabeth L,ExcelIsVeryFun.com,KVM Item,8271.4896,9399.42,United States,Nebraska
S00549,9/24/17,Sarabeth L,Sherman Williams,RYV Item,6159.0388,9057.41,United States,NorthDakota
S00550,7/10/18,Sarabeth L,McLendon's Hardware,ZST Item,4941.508,8984.56,United States,SouthDakota
S00551,3/1/19,Sarabeth L,Sherman Williams,FCV Item,4976.1312,7317.84,United States,Kansas
S00552,1/20/19,Sarabeth L,Sherman Williams,KAB Item,5095.41,6793.88,United States,Nebraska
S00553,5/28/18,Sarabeth L,Home Depot,RLN Item,2445.4151,6609.23,United States,NorthDakota
S00554,4/30/19,Sarabeth L,Amazon.com,RPP Item,3233.7251,5480.89,United States,SouthDakota
S00555,1/3/19,Sarabeth L,Google,RBN Item,4448.6904,5055.33,United States,Kansas
S00556,8/3/18,Sarabeth L,Google,UKJ Item,2838.2706,4893.57,United States,Nebraska
S00557,12/4/17,Sarabeth L,Whole Foods,VHG Item,2970.6956,4368.67,United States,NorthDakota
S00558,1/5/19,Sarabeth L,Costco,GUS Item,3253.485,4337.98,United States,SouthDakota
S00559,1/29/18,Sarabeth L,Solar and Wind Inc.,XFU Item,969.0351,2253.57,United States,Kansas
S00560,2/28/18,Sarabeth L,Whole Foods,DFX Item,854.7615,1899.47,United States,Nebraska
S00561,11/10/17,Sarabeth L,Whole Foods,IGA Item,243.903,443.46,United States,NorthDakota
S00562,11/7/18,Shannon L,Home Depot,XZA Item,5885.6925,9975.75,United States,SouthDakota
S00563,6/12/19,Shannon L,ExcelIsVeryFun.com,DQI Item,3786.494,8805.8,United States,Kansas
S00564,12/14/17,Shannon L,Office Depot,NCF Item,4676.4414,8062.83,United States,Nebraska
S00565,11/29/17,Shannon L,Nature Company,HQT Item,4756.4436,6994.77,United States,NorthDakota
S00566,10/9/18,Shannon L,ExcelIsVeryFun.com,TBL Item,2718.9459,6323.13,United States,SouthDakota
S00567,5/10/19,Shannon L,Whole Foods,BPF Item,3475.9285,6319.87,United States,Kansas
S00568,11/25/18,Shannon L,Nature Company,MTA Item,3202.8528,5522.16,United States,Nebraska
S00569,1/27/18,Shannon L,ExcelIsVeryFun.com,VPP Item,1915.5492,5177.16,United States,NorthDakota
S00570,4/21/19,Shannon L,Sherman Williams,QMX Item,3122.1256,3547.87,United States,SouthDakota
S00571,5/2/18,Shannon L,Yahoo,LBC Item,1178.4981,3185.13,United States,Kansas
S00572,12/7/17,Shannon L,Google,EHO Item,2540.1992,2886.59,United States,Nebraska
S00573,9/8/17,Shannon L,ExcelIsVeryFun.com,KBG Item,1160.2432,2698.24,United States,NorthDakota
S00574,12/1/17,Shannon L,Home Depot,BPJ Item,730.538,1238.2,United States,SouthDakota
S00575,1/29/18,Shannon L,Amazon.com,TSR Item,185.3816,272.62,United States,Kansas
S00576,5/5/18,Shuting,Solar and Wind Inc.,EXM Item,5754.9367,9754.13,United States,Nebraska
S00577,12/18/18,Shuting,Costco,HSF Item,3553.8093,9604.89,United States,NorthDakota
S00578,8/7/18,Shuting,Google,IKX Item,4037.3689,9389.23,United States,SouthDakota
S00579,12/8/17,Shuting,ExcelIsVeryFun.com,EOP Item,5488.9765,9303.35,United States,Kansas
S00580,9/25/18,Shuting,Yahoo,GWY Item,4152.5415,9227.87,United States,Nebraska
S00581,1/21/19,Shuting,The Economist,BCY Item,7438.068,8452.35,United States,NorthDakota
S00582,10/16/18,Shuting,Amazon.com,KAJ Item,3111.4743,8409.39,United States,SouthDakota
S00583,2/11/19,Shuting,Office Depot,VJU Item,2623.2334,7089.82,United States,Kansas
S00584,4/30/18,Shuting,Google,WPF Item,2401.7329,6491.17,United States,Nebraska
S00585,4/7/18,Shuting,Nature Company,IFX Item,5761.5822,6162.12,United States,NorthDakota
S00586,4/16/19,Shuting,Peet's Coffee,YDS Item,4473.2475,5964.33,United States,SouthDakota
S00587,9/25/17,Shuting,Amazon.com,WDM Item,2641.896,5870.88,United States,Kansas
S00588,7/19/17,Shuting,Sherman Williams,YMA Item,1832.0503,3105.17,United States,Nebraska
S00589,6/29/17,Shuting,McLendon's Hardware,FMA Item,1565.0745,2845.59,United States,NorthDakota
S00590,6/6/18,Shuting,Sherman Williams,ZZU Item,989.7019,2674.87,United States,SouthDakota
S00591,12/6/18,Shuting,Google,FPO Item,1518.2025,2024.27,United States,Kansas
S00592,9/18/18,Suzanne M,Nature Company,FXK Item,5347.43,9722.6,United States,Nebraska
S00593,9/30/17,Suzanne M,Amazon.com,FZM Item,5505.8646,9492.87,United States,NorthDakota
S00594,7/27/18,Suzanne M,Google,LHL Item,5568.6855,9438.45,United States,SouthDakota
S00595,6/27/17,Suzanne M,Solar and Wind Inc.,CRR Item,3785.4964,8803.48,United States,Kansas
S00596,10/20/18,Suzanne M,Google,CZE Item,5027.1036,8667.42,United States,Nebraska
S00597,7/14/18,Suzanne M,Home Depot,VIT Item,4235.5335,7700.97,United States,NorthDakota
S00598,1/10/19,Suzanne M,McLendon's Hardware,GDW Item,7176.73275,7675.65,United States,SouthDakota
S00599,6/8/19,Suzanne M,Home Depot,LZH Item,2605.3515,5789.67,United States,Kansas
S00600,7/28/17,Suzanne M,Costco,XTG Item,4400.1056,5000.12,United States,Nebraska
S00601,3/14/18,Suzanne M,Whole Foods,INI Item,2282.182,3356.15,United States,NorthDakota
S00602,7/3/18,Suzanne M,Costco,YOU Item,1034.1458,1783.01,United States,SouthDakota
S00603,4/14/18,Suzanne M,Nature Company,VZO Item,447.3485,1209.05,United States,Kansas
S00604,9/30/18,Suzanne M,McLendon's Hardware,XCZ Item,947.3233,1013.18,United States,Nebraska
S00605,7/12/18,Suzanne M,Office Depot,UNV Item,287.6544,326.88,United States,NorthDakota
S00606,7/24/17,Toni M,Google,RAP Item,4232.2455,9404.99,United States,SouthDakota
S00607,7/13/18,Toni M,Google,RJB Item,5510.954,9340.6,United States,Kansas
S00608,7/28/17,Toni M,Sherman Williams,MZC Item,3856.1411,8967.77,United States,Nebraska
S00609,7/20/17,Toni M,Solar and Wind Inc.,JDA Item,4411.0878,7476.42,United States,NorthDakota
S00610,4/7/18,Toni M,Office Depot,VRK Item,4155.9016,6111.62,United States,SouthDakota
S00611,5/2/19,Toni M,Google,KWB Item,2420.244,5378.32,United States,Kansas
S00612,8/18/17,Toni M,Home Depot,OIK Item,2575.3365,4682.43,United States,Nebraska
S00613,2/14/18,Toni M,Amazon.com,JGN Item,1698.6663,4590.99,United States,NorthDakota
S00614,3/21/19,Toni M,ExcelIsVeryFun.com,MGO Item,2464.9075,4481.65,United States,SouthDakota
S00615,9/24/18,Toni M,The Economist,LOI Item,2727.3,3636.4,United States,Kansas
S00616,5/1/18,Toni M,Sherman Williams,QIL Item,2952.3648,3354.96,United States,Nebraska
S00617,1/19/19,Toni M,The Economist,GWO Item,913.6188,2469.24,United States,NorthDakota
S00618,5/27/19,Toni M,Office Depot,KTI Item,1067.1625,1808.75,United States,SouthDakota
S00619,12/1/18,Toni M,ExcelIsVeryFun.com,PWQ Item,1459.52565,1560.99,United States,Kansas
S00620,8/28/17,Toni M,Peet's Coffee,MEJ Item,964.1448,1417.86,United States,Nebraska
S00621,4/30/19,Toni M,Whole Foods,CYN Item,730.4625,973.95,United States,NorthDakota
